rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND
37, 5.6483673969918294e-05, 5.679074766324861e-05, 5.683484778477199e-05, 5.683609049892584e-05, 5.653023365459732e-05, 5.649930778901274e-05, 5.6810828260078605e-05, 5.68030750790939e-05, 5.649074491464573e-05
38, 5.63977121679267e-05, 5.680027163721137e-05, 5.6829813595896154e-05, 5.6825559277133095e-05, 5.6473208505000686e-05, 5.649643347393886e-05, 5.6831122074164686e-05, 5.678414308305654e-05, 5.645210750699995e-05
39, 5.642146429398551e-05, 5.6806991538025545e-05, 5.6832705147964515e-05, 5.68257140536647e-05, 5.651091755876339e-05, 5.6558487126362274e-05, 5.6817795460400974e-05, 5.6764837352554496e-05, 5.645432607173076e-05
40, 5.641147487323477e-05, 5.6789031843577384e-05, 5.6826263607418115e-05, 5.681925469807356e-05, 5.6450549886107626e-05, 5.648218512671171e-05, 5.681238619621533e-05, 5.676207661102702e-05, 5.649234434682821e-05
41, 5.638072271110366e-05, 5.679087371036565e-05, 5.681611491248507e-05, 5.683237574923276e-05, 5.649200448233053e-05, 5.662929340716019e-05, 5.6813367879487974e-05, 5.675114411001727e-05, 5.645988741754137e-05
42, 5.645628032649272e-05, 5.677567450617949e-05, 5.6820592706245013e-05, 5.6805130552184246e-05, 5.646550221505732e-05, 5.652757190090645e-05, 5.680137706945616e-05, 5.670450665775373e-05, 5.650186308805457e-05
43, 5.6453718583678146e-05, 5.6792867452700444e-05, 5.6829701595857414e-05, 5.683678509860606e-05, 5.648393683502541e-05, 5.650945811687484e-05, 5.681714184819347e-05, 5.675034918342302e-05, 5.644354904370003e-05
44, 5.6426720406596436e-05, 5.677630909989097e-05, 5.6817116342294626e-05, 5.6814671746427304e-05, 5.6477632929383005e-05, 5.654806314901107e-05, 5.6783377082785585e-05, 5.6784507134216264e-05, 5.64662253013152e-05
45, 5.64415608096323e-05, 5.6797815676965694e-05, 5.6823699076500214e-05, 5.6847857436591116e-05, 5.640513884432335e-05, 5.653031155229118e-05, 5.67835292177895e-05, 5.6792605848971205e-05, 5.6401495679024814e-05
46, 5.645886433132835e-05, 5.68153927763756e-05, 5.6827485807888346e-05, 5.681392430213298e-05, 5.65801931712896e-05, 5.646175981820004e-05, 5.680818316156722e-05, 5.67684322510217e-05, 5.6434134565438994e-05
47, 5.6469333532941436e-05, 5.6773819645827284e-05, 5.683411364733734e-05, 5.6818962533325475e-05, 5.64278322947853e-05, 5.6472907845766e-05, 5.680037175825139e-05, 5.678182580562796e-05, 5.644133527927119e-05
48, 5.637412160032448e-05, 5.6792657481222604e-05, 5.6835121778110715e-05, 5.6810898722295565e-05, 5.6489035294659936e-05, 5.653572784742998e-05, 5.679596471154552e-05, 5.676993413172735e-05, 5.646905563801896e-05
49, 5.642702368182382e-05, 5.679052052699512e-05, 5.682833715181287e-05, 5.680651715181165e-05, 5.6523880241255984e-05, 5.64327098281924e-05, 5.684084795568728e-05, 5.6752224901555104e-05, 5.649101264837852e-05
50, 5.6436472852225894e-05, 5.676538486589353e-05, 5.6820926837157324e-05, 5.6817976120966786e-05, 5.650207797339025e-05, 5.640145523100222e-05, 5.679319775153397e-05, 5.6777340512559374e-05, 5.648584269936864e-05
